"Label","Tweet"
"stay","The battle lines are being drawn: Leave isn't exactly helped by its latest overseas endorsement. #Trump #EUref\nhttps://t.co/udcrTfwjEz?"
"leave","#UKIP MEP says Cameron refugee U-turn 'puts 100,000 #homeless UK children at back of queue'\n\nhttps://t.co/8A852KuGr4\n\n#Brexit #Voteleave"
"stay","Brexit May Spell Doom for Fintech and Bitcoin. In the UK, That Is https://t.co/GfS49N9vaQ https://t.co/vljb58EHet News #Bitcoin #Crypto"
"leave","They don't need to speak English because we waste millions a year on interpreters https://t.co/su0T0viyRN"
"stay","#Brexit uncertainty drags #UK economy to near stagnation https://t.co/uhojmiy2Jz via @jillianfward https://t.co/HiMrMicNvH"
"leave","Appalling that many UK 'leaders' want to forfeit sovereignty for provincial status in EU #Brexit https://t.co/4cliYY90oY via @POLITICOEurope"
"leave","Boris Johnson, his tactical decision to support Brexit and comparisons to Trump.  https://t.co/5Zwjr6jqFJ"
"leave","@iVoteLeave hey!! I want to #voteOut but not sure where I go do this, can you help? :)"
"leave","Is Lord Lawson deliberately trying to sabotage #Brexit. #bbcqt"
"leave","#Brexit #VoteOut"
"leave","The EU and Turkey`s facist/communist agendas are the same.Birds of a feather flock together. https://t.co/1eOLL1jVo8"
"stay","Nonsense and madness' to put another generation of young professionals through #Brexit uncertainty after financial crash - Gina Miller SCM"
"leave","@David_Cameron you also told us you wouldn't touch tax credits. How did that turn out #Brexit"
"leave","#UK #EU #BREXIT #CAMERON SAYS TODAY \""NO CHANCE TURKEY WILL ENTER EU\""-EITHER Cameron's=IDIOT..OR-\u0026gt;HE THINKS YOU ARE  https://t.co/s2oq04jdWH"
"leave","#VoteConservative No need with the satirical put downs..... The silent tories always win.... god bless. #VoteLeave"
"leave","The PM who said he would \""fight\"" for Turkey to become full EU member now distancing himself. Must be an #EUref on... https://t.co/sWy4IU7L4k"
"stay","#Brexit May Spell Doom for #fintech and #Bitcoin. In the UK, That Is https://t.co/20qJV3562v"
"leave","mashable : Donald Trump opines on British politics, backs Brexit https://t.co/vH9pWUonGw https://t.co/GKscxxVl5f … https://t.co/wgkv7JhZlW"
"leave","Like ScotRef — feeling are high\nIf U R IN  bcos its feels safe?\nLook2known future\nEuro? \nMigration? \nTurkey?\n#Brexit https://t.co/qjdqYosKVJ"
"stay","#Brexit would hit UK economy by £4,300 per year per household: HM Treasury analysis https://t.co/pagOkmUonq https://t.co/ddD5GvMuny #BU4EU"
"leave","#London #brexit #britain Illegal Gypsy,African and Arab immigrants set up camp outside The Ritz https://t.co/TRdQMa0rWy via @MailOnline"
"leave","#VoteLeave  https://t.co/nrsXUJ7uPt"
"leave","@CCHQPress Did you mention this to British people @David_Cameron \n\nhttps://t.co/XDek63Ggiv\n\n#Brexit"
"stay","@MarkReckless so you have a new job, but mine, like 1000s in Wales, is part funded by the EU . How is Brexit good for me?"
"leave","Please #VoteLeave The alternative is servitude to the EU controlled by Germany https://t.co/KMo5RMvCWW"
"leave","More BBC propaganda!  Suggest all #Brexiters switch off!  We'll hear the 'best bits' on BBC news. https://t.co/SshQWiFsW1"
"stay","Why is EU described as 'undemocratic' by the leave camp?  Did they not get polling cards for their MEP? #euref #bbcqt"
"leave","Not @StrongerIn , stronger without! 😁 https://t.co/yahwlzlB9d"
"leave","The best bet is #Brexit https://t.co/Lb4lrJ5u94"
"leave","https://t.co/WoKBlDPI3l Christopher Story on #EU history \u0026amp; practices.1 of 3 short videos. (He .. died the following year) ... #Brexit"
"leave","VIDEO\n\nBrexit Street Stall at Swadlincote, Derbyshire\n\n#brexit #betteroffout\n\nhttps://t.co/rP7HmhNvQN"
"leave","As opposed to the brown-nosing ,arse covering ministers the Quisling leader of Remain, Merkel, junker \u0026amp; Obama. https://t.co/gzrEhUnIRc"
"leave","@zoesqwilliams unplanned crisis hahahaha... the world won't fall in, that's pure chicken licken #Brexit"
"stay","@PeoplesNHS @Number10gov I'll have to unfriend you. Won't have a picture of that foul man constantly on my Twitter feed advertising #Brexit"
"leave","@DanHannanMEP June 23rd - A day that will be celebrated by hundreds of millions all over the EU,- the beginning of a new Europe #LeaveEU"
"stay","#Trump supports #Brexit because he wants to eliminate US competitors. Both EU and UK."
"leave","@Vote_LeaveMedia clearly, being appointed saves you all that voting \u0026amp; democracy bollocks\n#strongerin ? no #StrongerOut"
"leave","Top Tory: Brexit could save 'THOUSANDS of animals' from halal slaughterhouses abroad https://t.co/Hi5pF7DohA"
"leave","@gavthebrexit he he! Quite right :-) #Brexit"
"leave","@UK__News piss off back to Japan #Brexit"
"stay","EU VAT plan affecting successful UK retailers.  #BREXIT means UK not at the table but will follow rules. #StrongerIn https://t.co/MmoEHtxcbi"
"stay","UK banks face funding fears ahead of Brexit vote – Moody’s  https://t.co/AGlO6jrpAw via @FinancialTimes"
"stay","@End_of_Europe its that idiot they voted in that has caused it #Brexit"
"stay","I'm self-employed – would Brexit stop me from freelancing in another EU country? https://t.co/I4dZuyFO7R"
"stay","#Boris, #Nigel \u0026amp; now #Trump. If you got these three absolute lunatics agreeing on something then you know it's a bad idea #EUreferendum #uk"
"leave","Why remaining in the EU is dangerous for our country.  #Brexit #Remain #BMRTG https://t.co/LImQ14N4i9"
"stay","UK dices with recession as Euro area booms #Brexit - @michaelbaxter_ https://t.co/AW0mljmXVD https://t.co/nI5sRD2tJE"
"stay","If anyone is still undecided on which way to vote on the referendum in June, this should help #Brexit https://t.co/H84rd7rvqG"
"stay","Watch closely: What the Tory party says after @ZacGoldsmith defeat, will give people an idea of the state of Tory party post-brexit."
"leave","#brexit will save us  https://t.co/5kktSsQO9c"
"leave","Anti poverty campaigner \u0026amp; Europhile spends a fortune on food, drink \u0026amp; entertaining. #Brexit #SNP  https://t.co/gcG6MxymxZ"
"leave","EU referendum: Donald Trump backs Brexit https://t.co/YfS1CcU3vB"
"stay","Dear UK,\nWhen #Trump encourages your #Brexit \u0026amp; says you're \""better off\"" without the EU, that should make you think.\nSincerely,\nEveryone else"
"leave","The UK is lost. Let them exit the EU and send the refugees there. Maybe we can save Germany. #Brexit https://t.co/9TF1AF1BHh"
"leave","Leaving the European Union would pay an £18bn a year “#Brexit dividend”\n\nhttps://t.co/EhT4m49b5B\n#VoteLeave"
"leave","Vote LEAVE! https://t.co/M30lezr5KN"
"leave","@alanesmart1 It does make you think, why is Cameron so obviously sticking his neck out?  Where's his sense?  Now #Brexit does make sense!"
"stay","@RupertStiglitz excuse me and your knowledge of the EU and reasons for #brexit stem from what, @dailyexpressuk ? 😂 @StrongerIn"
"leave","It's an ugly looking EU future whatever happens for them\nOur futurecan B much brighter \nSelling to the world #Brexit https://t.co/j976EgPmRa"
"leave","Future Headlines of @Telegraph \""BREXIT AND (CHURCH)Chill!\"""
"leave","@David_Cameron - 100% treasonous traitor scumbag cretin who is currently campaigning to give his country away!!! #br exit #VoteLeave"
"leave","@LeaveEUOfficial considering 90% of turkey is in Asia, I'm struggling with the concept of them Joining the EUROPEAN union #VoteLeave #UKIP"
"leave","#Remain #RemainInEU @StrongerIn time to #TakeControl time to #VoteLeave and #Brexit https://t.co/L3KoCEM3Ww"
"leave","All it takes is one voice, and another, and another. Stand up today and let us all move forward as One. #Brexit https://t.co/gwz8efrv49"
"leave","@ScottyBowman6 The FT might be pro stay, but that doesn't discount what they're saying.Read about why econs for brexit have been discredited"
"leave","#strongerin our rights to freedom are inalienable \u0026amp; your resistance to their reclamation is an immoral abuse of power #Brexit #voteleave"
"leave","You have to forget the feelings part of this - strong feelings will exist\nI have them myself but logic wins #Brexit https://t.co/9hrB3JU6VH"
"leave","George is so fucking wasted bro. https://t.co/248JTelZPN"
"leave","@TheAdamElliott @janeelliott26 https://t.co/ESyFIcoFpj"
"leave","@holysmoke @CatholicHerald. Good enough reason to vote Brexit."
"leave","Show Remaniac friends this video, @mkpdavies. It might ram the lesson home \u0026amp; explain need for #Brexit: https://t.co/M5I66ns13a @suchan104"
"stay","BBC News - EU referendum: Donald Trump backs Brexit (BUT he probably thinks that is a brand of deodorant?) https://t.co/uTozuEYq7M"
"leave","#Brexit https://t.co/Gv9dl1kYFG"
"stay","This sounds like the cast of one of my worst nightmares  https://t.co/xN4Psz9VhB"
"stay","Cameron: Brexit would lead to 'decade of uncertainty' https://t.co/Y2v8jgWgnC #news | https://t.co/ie9CxpSPhT https://t.co/1bZjobPTOc"
"stay","Brexit propaganda machine in full swing... https://t.co/F84wvIS7iC"
"leave","UKIP: \""The establishment stitch up continues. Vote #brexit to call our boats the names we want.\"" https://t.co/EanxngIzMq"
"stay","Very clear hard-headed case for Remain by @JeremyWarnerUK Brexit would be a disaster for City of London #StrongerIn https://t.co/RUeOFIc00h"
"leave","Shows how rubbish France and Italy really are. Kill their Jews in 40s mistreat refugees now. #Brexit #EUreferendum  https://t.co/AWq1dIX6DM"
"leave","@StrongerIn TRADE creates that money, not the EU."
"leave","David Cameron major U-turn on refugee children https://t.co/7zdXVlqioY via https://t.co/sJFmKFtswR camps that are in SAFE countries #LeaveEu"
"stay","@TheWorldPost @HuffingtonPost And everyone in the Brexit team cried with despair as Trump single handedly ruins their campaign"
"leave","@euromove @Laura_Sandys UN Security Council is the top table and the EU wants our seat"
"leave","@David_Cameron has betrayed Brits with his pro EU campaign \u0026amp; will not be forgiven. @MayorofLondon now the Tories' only hope. #brexit"
"leave","@BeLeaveBritain @Brexit_News can confirm. I am 64 \u0026amp; voted to join a Common Market trading bloc, not a Political Union. Brexit is essential."
"leave","Of course,when in the race you don't want the protagonist to pass you, rather keep them struggling in the EU #Brexit https://t.co/R0zKFtEjdc"
"leave","Why all Young People \u0026amp; Parents Should Vote to Leave the EU #Brexit https://t.co/ZhguYntkQW"
"leave","@ukipbournemouth @sarahdukip Seems to be now batting for #Brexit ..... keep it up!"
"leave","EU referendum: Donald Trump backs Brexit https://t.co/0ohOkLjJSN"
"leave","@jnpaquet I want BREXIT for my country, I think to stay would be a disaster, I do feel desperate for the welfare of my kids and grandkids."
"leave","another reason to #VoteLeave for #Brexit :\n\nJapan PM threatens UK: less investments and layoffs of British workers:\n\nhttps://t.co/CSL5LqpIhO"
"leave","@smileygirl19681 @justingbenj @DavidJo52951945 I will be doing some more leaflets this wknd, we can all help #Brexit if we do our bit :)"
"leave","@LeaveEUOfficial @Grassroots_out @vote-leave https://t.co/1AKGIQ3meh"
"stay","Let's keep leading the way, let's stay #INtogether. Join the campaign now: https://t.co/22gwCvbNkB"
"leave","@EUVoteLeave23rd @jamescoe07 Nothing will change. #eu ian undemocratic unelected dictatorship that we must #leaveeu https://t.co/pDHSofbJRC"
"stay","@Boston_Rabbit @iVoteStay @vote_leave shrill lies becoming the tools of debate #brecitlogic #ukstrump"
"stay","The forthcoming EU #referendum may be having an adverse effect on UK economic growth: https://t.co/w9x2tnI6u5 https://t.co/tmCGmZeFym"
"leave","Well? @David_Cameron  https://t.co/nRVe3XYqgu"
"leave","Read @DanHannanMEP 's book. Without control of laws, trade, or borders, you're no longer even a country @vote_leave  https://t.co/tyrVoYEWEp"
"stay","I want to shout my support for staying in but where can I get posters for my windows + car? @StrongerIn"
"stay","Is losing the City of London really a price worth paying for Brexit? - The Telegraph - https://t.co/CxGVcfFnk3"
"leave","Too much democracy in UK and other countries, says the EU's President, Juncker. \n\nhttps://t.co/N9nJJsJqcU\n\n#Brexit"
"stay","BBC News: EU exit would make UK 'less attractive' to investors, says Japan's PM  - https://t.co/ieGVJzAG1n #eu #brexit"
"leave","Smoke and mirrors! https://t.co/DgSbtiN8ck"
"stay","Japan PM Warns Brexit Will Deter Investors https://t.co/QIhZ3QrJRd"
"leave","This is how it works. https://t.co/ojcYFUZtoQ"
"stay","Former #NATO SecGen Lord Roberts says with #Brexit, Europe's role in the world is at stake https://t.co/BUtI9N9IXK @RachelRizzo @LukeDCoffey"
"stay","Brexit May Spell Doom for Fintech and Bitcoin. In the UK, That Is https://t.co/C4xD9tHEkg"
"leave","@StrongerIn blah blah blah. Man up, zzzzzzzzzzzzzzzz\nhttps://t.co/kJZRiY6k3D"
"leave","High cost of #eu CAP with inflated prices? #brexit to lower the cost of living @vote_leave @LeaveEUOfficial #euref https://t.co/rLuqqgXy5c"
"leave","@LeaveEUOfficial Is He a Dutch Merkel loving ass licking wanker looking to Germany for more power to tell all EUROPE wot to do.Or not"
"stay","UK Property Investors Likely To Suffer If Brexit Happens - https://t.co/FQdsQNLL6I"
"leave","@David_Cameron :As Tory voter; plenty of if, maybe, possible, probable in there so I'm out. #Brexit @Vote_LeaveMedia https://t.co/I7TjxPwcly"
"stay","Brexit to leave expats in \""legal limbo\"", warn peers https://t.co/5E1waKLTdf #expats #Brexit #Europe https://t.co/bm4wpaSCSs"
"leave","Very true, \u0026amp; that is what the 'septics' want us to do! The only way is #Brexit #VoteLeave @Grassroots_Out @Greens4GO https://t.co/yaGBLOTmN7"
"leave","Spread the Word https://t.co/RqGgo72agk #voteleave via @vote_leave"
"leave","Excellent concise case for leaving the overbearing greedy interfering declining corrupt #EU // #Brexit #No2EU #Leave https://t.co/3ffTvGSXtb"
"leave","@StrongerIn HAHA! UK doesn't even have a seat in the Foreign \u0026amp; Security Policy project team #Brexit #LeaveEU"
"stay","London could be overtaken by EU cities within years if Britain left Europe #vouchers https://t.co/ho4dsae6Nc"
"stay","Being part of #Europe means.. more jobs \u0026amp; more opportunity @KentConsIN Support this #StrongerIN https://t.co/qQPx8JRq4N"
"stay","So far the only international political figures to back the #Brexit campaign are #Putin, #Trump, and #LePen. No word yet from Kim Jong-un."
"stay","Vote #StrongerIn then join a bunch of great Sustainability people at our event. More here\u0026gt; https://t.co/ChKjkcZomR https://t.co/8uhKNksXnL"
"leave","@SirBentlyBlower @iVoteStay @BreitbartLondon Why can it be that the INs are leading in the polls? Why so much hate from the Brexit-side?"
"leave","@aliettedb Real Brexit delusion is that everything will be fine if UK votes to stay."
"leave","RT  #SupportJuniorDoctors #SaveOurNationalHealthService #SaveOurNHS #Brexit #JeremyHuntOUT https://t.co/u96Z1U8qBN"
"leave","#Trump #Brexit  https://t.co/pqJJa0kQXj"
"leave","@ExiledinEssex @StrongerInPress\nYes, they pay quite a bit less ;-)\n\nVery short but eye opening video\n\nhttps://t.co/9GOnkYY1WI\n\n#Brexit"
"leave","@SuzanneEvans1 Brexit holds no fears for North Sea Oil https://t.co/EMzxrZgoMc"
"stay","With #Brexit looming, what should Japanese companies do to prevent Brexit and/or the potential loss of 100,000 jobs?"
"leave","@ScottMcGready the only way to guarantee good future-toast is to #VoteLeave 💋"
"stay","@Stingbogeyman @vote_leave seriously...you should get UKIP tattoo'd on your forehead!!!"
"leave","@realDonaldTrump backs #Brexit !\n\nWay to go. Excellent stuff. #VoteLeave #LeaveEU #GOGOGO\n\nProbably make a good US president.\n\n#Trump2016"
"stay","@EuroGuido @LeaveEUOfficial @virginmedia No."
"leave","#BrexitFact:\n#Tories struggled to work with ONE party, the #libdems for 5 years. Yet the 28 member EU is ok? #brexit #voteleave #strongerin"
"leave","https://t.co/smM6EvMHND"
"stay","Ignorant Donald Trump backs Brexit, saying UK would be 'better off' without EU.  https://t.co/qxoGhAymmA"
"leave","@HallelujahDgr8 @AJEnglish agree totally, though not my country nice to see the PoliticalElite worried. Hoping for #Trump2016 and #Brexit"
"leave","Fuck Turkey and their visa free travel from June. Vote NO! #Brexit"
"leave","EU legislation costs British businesses £33.3 billion per year over £600 million/week https://t.co/soCN7i6vDr #brexit #voteleave #remain"
"stay","Japan's Shinzo Abe says Brexit would make UK less attractive for Japanese investors: Shinzo Abe said on Thurs... https://t.co/F7LM6ELzNI"
"leave","EU already has a flag, an anthem and a parliament and their next step will be an army. #LeaveEU"
"leave","@LeaveEUOfficial @spectator https://t.co/tGaB3EOWyp"
"leave","EU referendum: Donald Trump backs #Brexit https://t.co/cvUSbrD5ND"
"stay","@CarolHope01 @MikeHug62172339 @ATRUEINDYSCOT understand that BBC soon to change name to DCBBC \u0026amp; become #StrongerIn mouthpiece"
"leave","@BaldwinRE @AdamPosen Nigel Farage: \""This EU is the New Communism. It is Power without Limits.\"" #Brexit https://t.co/wb9nt8ydFe"
"leave","Depression reigns as EU presidents debate future of Europe lacks leadership @Vote_LeaveMedia  https://t.co/UAHmaXGDDK"
"stay","now a question about steel dumping \u0026amp; how the EU can stop it, people have signed our petition to stop Cameron blocking #saveoursteel #EUref"
"leave","It's OK for Holyrood / Welsh Assembly to \""take back control\"" but unthinkable that we should take it back from the EU. #brexit #voteleave"
"stay","@janeydarling1 @PoliticsSense @RT_com\nClinton, Blair, Mandelson. There's three horsemen of Brexit apocalypse.\nWho for the fourth?"
"leave","The future is uncertain in or out of EU. However our ability to react to what fate throws at us us greater if we #TakeControl and #Brexit"
"leave","Great tactics from David Cameron to put fence-sitters to not vote to leave the EU - get Trump to back it. #Brexit https://t.co/iKfFNmOox3"
"leave","worle has joined its own school version of the EU #voteleave"
"stay","Gove, Johnson, Farage and Trump - those reasoned people you can rely on to make the right choice (not) #StrongerIn  https://t.co/VFTU44o69L"
"stay","Most EU migrants in UK 'would not get a work visa after Brexit' https://t.co/z6veSLToQR via @MailOnline"
"stay","Brexit recycles the defiant spirit of the Reformation | Loose canon https://t.co/GdfEJ07BII"
"stay","Surely if Trump backs Brexit that is a strong reason for everyone else not to?"
"stay","Trump backs brexit. We have to stay in the EU."
"stay","On June 23rd, I'm voting IN to keep Britain stronger, safer and better off in the European Union https://t.co/zuypp6Sh2R via @StrongerIn"
"stay","Brexit fears prompted this Brit to take German citizenship via @Telegraph  https://t.co/OQJb8QpVmT #Brexit #expatstories #expats"
"leave","The NHS should not a political pawn in this. I am #voteleave but not for this reason and i also cannot stand farage https://t.co/7gZ1r4KaDp"
"leave","Brexit – lawyers’ leave group says free trade will thrive: https://t.co/BJ5B6r3md8"
"leave","@EuroGuido @virginmedia @LeaveEUOfficial Sounds like a good plan to me."
"leave","This isn't scaremongering. The Remain camp are in complete denial. #Brexit offers only path to real sovereignty.  https://t.co/yuypEBFzyu"
"leave","@LisaNandy...\n\n#BBCQT #LeaveEU https://t.co/qxVfucprVR"
"leave","EU referendum: Donald Trump backs Brexit BBC News - https://t.co/25jWF2f1oO\n#Trump #Brexit #MakeBritainGreatAgain #MAGA"
"leave","@StrongerIn Stop hijacking the word Europe. Switzerland trades 4 time more per capita with the EU than the Uk. Your statement is nonsense"
"leave","@Otto_English @simon_lindsell @Nigel_Farage @realDonaldTrump IS 🇬🇧 🔴⚪️🔵 🇺🇸 AN HE CAN WADE INTO THIS #BREXIT AS ITS HIS COUNTRY AS MUCH AS US"
"stay","RT @TomNobleWellers: Interesting article by @ThompsonCST on Economic arguments to avoid Brexit https://t.co/dxasVPmERE #Brexit #UK #EU"
"leave","For once I agree with Erdogan. Let's leave Turkey to follow its path to Islamic dictatorship. We will go our own way, hopefully to #Brexit"
"stay","If there was ever more of a reason not to back #Brexit...\n https://t.co/qgPBQpk0Ts"
"leave","All @StrongerIn advertising spend should just go on pumping this news story around Facebook and Twitter https://t.co/up1izJDlJn #Brexit"
"stay","\""Lying\"" is so accusatory!  Prove it please.  CBI members and much of business wants to stay in the EU.  Jobs for us https://t.co/wjWX6cyk0N"
"stay","Retweeted Stronger In (@StrongerIn):\n\n43/50 The EU supports UKs creative industry e.g The King's Speech made w/... https://t.co/Yqy3t1XSHk"
"leave","@StrongerIn Just look at the chart. Take your head out of the sand!! https://t.co/u4WJnZ2s8f"
"leave","@StrongerIn so why not tell people the truth and say the new army will be a European army and not our Great British Army ? #OUT"
"leave","#bbcqt Lets stop the truth being told about #zacgoldsmith and #DavidCameron sleez campaign 4 mayor of London"
"stay","In today's @StrongerIn Referendum Roundup, Ryanair CEO urges people to remain in Europe: https://t.co/KtFzea9sfu #StrongerIn"
"stay","Look at the facts, please. https://t.co/J4ElmeVYpD"
"leave","@TonyParsonsUK @LeaveEUOfficial https://t.co/cZ3giNIKE3"
"leave","Dir.of travel inc. tryg 2 contain Islamic values in western Soc. That's 500yrs of misery \u0026amp; blood\nSheer folly #Brexit https://t.co/j976EgPmRa"
"stay","Brexit May Spell Doom for Fintech and Bitcoin. In the UK, That Is https://t.co/H5C4PIV4qo https://t.co/c01qKqUDvq"
"leave","Secret German military plan is discovered. We fought two world wars the last two times they tried this. #Brexit https://t.co/WRa4bIgOXx"
"leave","Cameron is.. Yes https://t.co/vcVc1lgxsO"
"leave","@StrongerIn Insulting. UK had to sever trade links w/ Commonwealth ago to join EEC. 43 yrs, no FTA w/ Canada, Australia, NZ."
"leave","@David_Cameron https://t.co/FXEbIf3Anl"
"leave","@LeaveEUOfficial @Y_Eurosceptics @RedHotSquirrel @DanHannanMEP @Nigel_Farage https://t.co/IPsN89ERAU"
"leave","There's no substitute for sovereignty and self-determination Charles. Supporters of Brexit have faith in Britain.  https://t.co/x1sYjLN92K"
"leave","#lbc #go #gogogo #voteleave #brexit #wales2016  https://t.co/HMBeCdkxW6"
"stay","Japanese PM: #Brexit makes UK less attractive location https://t.co/O2ZzwLglTp How #FDI would fall by a fifth https://t.co/zLuJWSwUmS"
"stay","Trump backs Brexit? When you leave the cool kids gang in primary school, but its ok cos the smelly moron kid still invites you over for tea."
"leave","Sorry!  @FranBurwell what you know isn't worth listening to. Who gave you the freedom to insult the UK? Oh we did! https://t.co/sLzjEpY1Vy"
"leave","#VoteLeave #LeaveEU https://t.co/J1SDd4pApi"
"leave","@LeaveEUOfficial @iVoteLeave @Arron_banks Much stronger together #EUOut"
"leave","#Brexit #LeaveEU We missed an opportunity with #UKIP in the general election, Lets not do it again in the referendum https://t.co/BtsfCIjjdi"
"leave","Definitely #WeakerIN https://t.co/2xGbkimZxI"
"stay","With tumbling pound, structural trade deficit with the world, growth below EU average,who are these #brexit idiots? https://t.co/EgdC4zZFfI"
"leave","@michaelbd Wait until Boris takes the lead of post-Brexit British government."
"stay","81% of SMEs fear #Brexit would negatively impact their business. How could #Brexit affect your business? https://t.co/LCfNJ5DRRk"
"stay","Working together with our allies is never a mistake. #wise_choice #Remain #StrongerIN https://t.co/CFNHdjNqDD"
"leave","A good day to bury bad news for Cameron after we #VoteLeave. https://t.co/DQIz8mFjsV"
"leave","We the people of the US and UK should UNITE to reject globalism. Sign a new declaration! #Brexit and #MAGA UNITE. https://t.co/M8u8JCxLom"
"stay","@blackveilbrides That is why in London, the industrials of the \""City\"" lobby, against their mayor, formed front against a Brexit."
"stay","From now on I'm comparing Brexit supporters to the likes of Donald Trump because y'all are stupid. https://t.co/192aEXn6uH"
"leave","Donald Trump opines on British politics, backs Brexit: \nPresumptive Republican presidential nominee Donald Trump has expressed suppor..."
"stay","@simonmcurtis I'm seriously thinking an emigration to Mars might be the only answer if it's Trump and Brexit. 😫"
"leave","Donald Trump backs a Brexit https://t.co/RQP6Dllpjm https://t.co/WQfLmQt5Wk"
"leave","@gonzwitter you'll be on the first bus out when we Brexit!"
"leave","This is brilliant #EUreferendum https://t.co/LAOO5UMa3d"
"stay","Brexit ‘by far’ biggest issue for Irish business, says Ibec chief @ibec_irl @Irish4Europe #EUref #UKinEU #StrongerIn\nhttps://t.co/ZrbUsORuG9"
"stay","After 80 years, finally a new winner in the Worst Celebrity Endorsement category. #BREXIT @StrongerInPress https://t.co/iAn0xYjfMv"
"leave","Using fear of terrorism for gain. The EU \u0026amp; #freetrade are a system used to screw the people Get out Britain or pay https://t.co/CBy7phIXlZ"
"leave","Spread the Word https://t.co/brCnuD1a1w #voteleave via @vote_leave.@2chrissie4C. Spread the word. We must leave the EU to regain our borders"
"leave","Top Tory: Brexit could save 'THOUSANDS of animals' from halal slaughterhouses abroad https://t.co/VxPjPyk5g8"
"leave","#Brexit while U still can. TTIP will be back, a different acronym, same #agenda! Take back control. It's yr land. https://t.co/6xV982iEFb"
"stay","https://t.co/wqT4yxDHzk one BIG reason to stay in has just appeared #EUreferendum"
"leave","@LeaveEUOfficial is his 'special status' to bend over take it from every member then say thanks?"
"stay","Juncker migrants lose 994 voters by 2019 says The Queen #Bremain"
"leave","@ml3269 But you aren't in UK and have no say. Creep. #VoteLeave"
"leave","...and the Daily Mail argument for #Brexit is evidently \""who cares about the economy, WE WANT AN EMPIRE AGAIN\"" #bbcqt"
"leave","@BBCBreaking bollocks... They just got lucky #VoteLeave"
"leave","@hootsforu @vote_leave How does the Queen feel about us serving under Deutsche Command? Hopefully consulting Prince Philip!"
"leave","#Cameron to use #BBCCountryfile to promote in vote. This is corrupt electoral commission must stop bias #BBC \u0026amp; #Cameron deceits!GO #LeaveEU"
"leave","@GQVape @smokerslogicksm the EU don't care they are curbing free  choice in UK #UKIP #Brexit"
"stay","Brexit will leave 2 million Britons in legal limbo abroad, say peers https://t.co/za05kCprNV"
"stay","How dare an American get involved with a a British decision etc let's hear it? #Brexit https://t.co/4YMP2k1VdT"
"leave","spineless cameron backs down again, if we dont #brexit this moron will give the EU everything it wants. Fuck the EU https://t.co/hDYMLIdSEA"
"stay","#UK Cameron at Parliament hearing, say he supports staying in reformed #EU https://t.co/rYuD1n5B5b #Brexit https://t.co/3KuW1Y3mzq"
"leave","@End_of_Europe Merkel get to the back of the queue #Brexit #Trump2016"
"leave","Well that it is honest even if Juncker \u0026amp; Cameron are utter Wankers #Brexit https://t.co/M6Qu7DbeHX"
"stay","Apparently #Trump backs #Brexit. Tells you everything you need to know about that then..."
"stay","@annispice @jonnyrover1984 @vote_leave Sure but is it not fair to put a figure of what EU contribute to Uk?"
"stay","@theordinaryman2 @manatrue why the #Brexit obsession with Turkey, many years from even applying 4 membership. Islamophobia? Scaremongering?"
